GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Scenario,Token
apbsmem,apbs_mem_gui,Main.SimpleHelpDialog.new ActionListener() {...},14,0,0,0,3,0,2,0,2,0,scenario4,2000
apbsmem,apbs_mem_gui,Main,4100,0,272,0,593,0,152,0,16,0,scenario4,2000
apbsmem,apbs_mem_gui,Exec,441,0,10,0,63,0,10,0,5,0,scenario4,2000
apbsmem,apbs_mem_gui,Main.SimpleAboutDialog,88,0,0,0,17,0,1,0,1,0,scenario4,2000
apbsmem,jahuwaldt.plot,RTriangle2Symbol,71,0,2,0,12,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotXAxis,384,0,40,0,77,0,25,0,5,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotAxis,279,0,20,0,83,0,35,0,25,0,scenario4,2000
apbsmem,jahuwaldt.plot,Triangle1Symbol,60,0,2,0,9,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotYAxis,590,0,54,0,113,0,34,0,7,0,scenario4,2000
apbsmem,jahuwaldt.plot,TabUpSymbol,84,0,2,0,14,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,TabDSymbol,84,0,2,0,14,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,XSymbol,90,0,4,0,24,0,4,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,Triangle4Symbol,60,0,2,0,10,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,LinearAxisScale,374,0,44,0,78,0,31,0,9,0,scenario4,2000
apbsmem,jahuwaldt.plot,SquareSymbol,54,0,4,0,14,0,4,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,RTriangle1Symbol,71,0,2,0,12,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,ThinRect2Symbol,81,0,2,0,15,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,ContourPath,98,0,4,0,23,0,9,0,7,0,scenario4,2000
apbsmem,jahuwaldt.plot,RTriangle4Symbol,71,0,2,0,12,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,ContourGenerator,1928,0,207,0,354,0,130,0,18,0,scenario4,2000
apbsmem,jahuwaldt.plot,CircleSymbol,54,0,4,0,14,0,4,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,DiamondSymbol,68,0,2,0,10,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotSymbol,45,0,0,0,19,0,8,0,8,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotDatum,129,0,6,0,46,0,19,0,16,0,scenario4,2000
apbsmem,jahuwaldt.plot,BoxLLSymbol,86,0,2,0,15,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotRunList,264,0,22,0,72,0,28,0,17,0,scenario4,2000
apbsmem,jahuwaldt.plot,AxisLimitData,3,0,0,0,1,0,1,0,1,0,scenario4,2000
apbsmem,jahuwaldt.plot,BoxURSymbol,86,0,2,0,15,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,BoxULSymbol,86,0,2,0,15,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,Triangle2Symbol,62,0,2,0,11,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,TickMarkData,3,0,0,0,1,0,1,0,1,0,scenario4,2000
apbsmem,jahuwaldt.plot,RTriangle3Symbol,71,0,2,0,12,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotWindow,123,0,4,0,29,0,7,0,5,0,scenario4,2000
apbsmem,jahuwaldt.plot,ContourPlot,307,0,14,0,58,0,13,0,6,0,scenario4,2000
apbsmem,jahuwaldt.plot,BoxLRSymbol,86,0,2,0,15,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotYAxis.RotateFilter,521,0,32,0,88,0,26,0,10,0,scenario4,2000
apbsmem,jahuwaldt.plot,PolygonSymbol,57,0,4,0,14,0,4,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,TabLSymbol,84,0,2,0,14,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,ThinRect1Symbol,81,0,2,0,15,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotPanel,53,0,2,0,12,0,4,0,3,0,scenario4,2000
apbsmem,jahuwaldt.plot,TabRSymbol,84,0,2,0,14,0,3,0,2,0,scenario4,2000
apbsmem,jahuwaldt.plot,SimplePlotXY,811,0,50,0,172,0,45,0,20,0,scenario4,2000
apbsmem,jahuwaldt.plot,ContourAttrib,25,0,0,0,12,0,4,0,4,0,scenario4,2000
apbsmem,jahuwaldt.plot,PlotRun,313,0,30,0,81,0,33,0,18,0,scenario4,2000
apbsmem,jahuwaldt.plot,Triangle3Symbol,60,0,2,0,10,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.plugin,PluginManager.new FileFilter() {...},9,0,0,0,2,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.plugin,PluginManager.new CollectionListener() {...},52,0,6,0,9,0,5,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.plugin,Plugin,74,0,0,0,32,0,22,0,22,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.plugin,HomePluginController,88,0,10,0,20,0,8,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.plugin,PluginManager,769,0,78,0,161,0,51,0,12,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.plugin,PluginAction.Property,74,0,0,0,8,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.plugin,PluginAction,247,0,20,0,50,0,21,0,11,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.plugin,PluginManager.PluginDefinition,45,0,0,0,16,0,8,0,8,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.CameraYawRotationState,245,0,12,0,44,0,15,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.RoomNameRotationState,197,0,6,0,35,0,12,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController.ImageOriginStepState,25,0,0,0,8,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.AbstractWallState,390,0,30,0,58,0,21,0,6,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WizardController.WizardControllerStepState.Property,34,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.PieceOfFurnitureNameRotationState,197,0,6,0,35,0,12,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,TextureChoiceController,124,0,6,0,33,0,14,0,11,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController,3307,0,375,0,763,0,280,0,92,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,TextureChoiceController.Property,14,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeFurnitureController.Property,214,0,0,0,3,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController.FurnitureAttributesStepState,119,0,0,0,26,0,7,0,7,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController.FurnitureAttributesStepState.new PropertyChangeListener() {...},76,0,2,0,10,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController.FurnitureAttributesStepState.new PropertyChangeListener() {...},76,0,2,0,10,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController.FurnitureAttributesStepState.new PropertyChangeListener() {...},10,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController.FurnitureAttributesStepState.new PropertyChangeListener() {...},76,0,2,0,10,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.DimensionLineOffsetState,209,0,0,0,36,0,8,0,8,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.PieceOfFurnitureElevationState,214,0,2,0,42,0,11,0,10,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,Home3DAttributesController.EnvironmentPaint,24,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeFurnitureController.ModifiedFurnitureGroup,148,0,10,0,31,0,8,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.TopCameraState.new CollectionListener() {...},33,0,4,0,7,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.TopCameraState.new CollectionListener() {...},33,0,4,0,7,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeFurnitureController,2027,0,356,0,486,0,238,0,60,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WallController.WallShape,24,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.LabelCreationState,22,0,0,0,6,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanView.CursorType,104,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController.Step,34,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PageSetupController.HomePrintModificationUndoableEdit,39,0,0,0,13,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.RoomPointWithAngleMagnetism,413,0,50,0,56,0,27,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,FurnitureCatalogController.FurnitureCatalogChangeListener,32,0,4,0,9,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController,444,0,28,0,86,0,35,0,21,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.CompassRotationState,200,0,4,0,37,0,11,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController.TextureImageStepState.new PropertyChangeListener() {...},21,0,2,0,3,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PrintPreviewController,38,0,2,0,11,0,4,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.DimensionLineDrawingState,880,0,84,0,173,0,58,0,15,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeFurnitureController.FurniturePaint,34,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,Home3DAttributesController,422,0,28,0,109,0,36,0,22,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController,11686,0,1379,0,2210,0,913,0,222,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.RoomAreaRotationState,197,0,6,0,35,0,12,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.RoomResizeState,306,0,6,0,57,0,12,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ContentManager.ContentType,134,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.SelectionMoveState,759,0,96,0,154,0,59,0,11,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,LevelController.ModifiedLevel,46,0,0,0,13,0,3,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.Mode,43,0,0,0,11,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,CompassController.CompassUndoableEdit,117,0,0,0,27,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.new PropertyChangeListener() {...},66,0,10,0,13,0,7,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.new PropertyChangeListener() {...},45,0,4,0,6,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.new PropertyChangeListener() {...},27,0,2,0,5,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.Property,34,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.new PropertyChangeListener() {...},46,0,6,0,10,0,5,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController,795,0,88,0,187,0,98,0,54,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ThreadedTaskController.new FutureTask() {...},64,0,2,0,15,0,4,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,RoomController.RoomsModificationUndoableEdit,95,0,0,0,25,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PhotoController,512,0,48,0,119,0,52,0,28,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController.FurnitureOrientationStepState,29,0,0,0,9,0,5,0,5,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController.FurnitureIconStepState,25,0,0,0,8,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.AbstractRoomState,387,0,14,0,38,0,13,0,6,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WallController.WallsModificationUndoableEdit,115,0,0,0,29,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController.ImageChoiceStepState,39,0,2,0,10,0,5,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController.ImageScaleStepState.new PropertyChangeListener() {...},21,0,2,0,3,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.DragAndDropState,198,0,16,0,39,0,14,0,6,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,LevelController.LevelModificationUndoableEdit,49,0,0,0,15,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.ObserverCameraState,287,0,8,0,49,0,14,0,10,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.WallResizeState,276,0,10,0,53,0,14,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController.BackgroundImageWizardStepState,24,0,0,0,6,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.CameraPitchRotationState,163,0,0,0,31,0,9,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.AbstractModeChangeState,105,0,12,0,22,0,11,0,5,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WallController.WallPaint,24,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.FurnitureCatalogChangeListener,27,0,2,0,8,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController.ImageScaleStepState,43,0,2,0,11,0,6,0,5,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.UserPreferencesChangeListener.new Runnable() {...},34,0,0,0,7,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.PointWithAngleMagnetism,242,0,12,0,49,0,12,0,6,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,LabelController.ModifiedLabel,19,0,0,0,7,0,3,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.UserPreferencesPropertiesChangeListener,30,0,2,0,9,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController.TextureImageStepState,39,0,2,0,10,0,5,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.TopCameraState,942,0,68,0,150,0,47,0,13,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeFurnitureController.ModifiedDoorOrWindow,17,0,0,0,6,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,VideoController.HomeEnvironmentChangeListener,26,0,2,0,8,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,LabelController.LabelCreationUndoableEdit,54,0,0,0,16,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.WallPointWithAngleMagnetism,345,0,64,0,54,0,35,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,VideoController,393,0,24,0,99,0,39,0,27,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,LabelController.Property,14,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WallController.Property,194,0,0,0,4,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HelpController.HelpDocument.HelpReader,144,0,24,0,32,0,18,0,6,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.TopCameraState.new CollectionListener() {...},33,0,4,0,7,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.TopCameraState.new PropertyChangeListener() {...},10,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.TopCameraState.new CollectionListener() {...},33,0,4,0,7,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController3D.TopCameraState.new PropertyChangeListener() {...},16,0,2,0,4,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,Home3DAttributesController.new PropertyChangeListener() {...},11,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,Home3DAttributesController.new PropertyChangeListener() {...},11,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WizardController,263,0,28,0,70,0,37,0,23,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController.Step,24,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,FurnitureCatalogController.AddedFurnitureSelector,32,0,4,0,8,0,5,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,Home3DAttributesController.Home3DAttributesModificationUndoableEdit,89,0,0,0,23,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.LanguageChangeListener,45,0,6,0,12,0,5,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.ControllerState,19,0,0,0,16,0,16,0,16,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.SelectionState.new SelectionListener() {...},43,0,6,0,6,0,5,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WallController,1901,0,282,0,467,0,195,0,54,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedFurnitureWizardController.ImportedFurnitureWizardStepState,24,0,0,0,6,0,4,0,4,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController.Property,64,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController,310,0,30,0,76,0,40,0,25,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HelpController.HelpDocument,131,0,4,0,37,0,9,0,7,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,UserPreferencesController.Property,154,0,0,0,4,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController.TextureAttributesStepState,97,0,0,0,21,0,5,0,5,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.RectangleSelectionState,216,0,30,0,52,0,24,0,9,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ThreadedTaskController.1.new Runnable() {...},16,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ThreadedTaskController.1.new Runnable() {...},22,0,0,0,4,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,RoomController.new PropertyChangeListener() {...},11,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ThreadedTaskController.1.new Runnable() {...},18,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,RoomController.new PropertyChangeListener() {...},11,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ThreadedTaskController.1.new Runnable() {...},17,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeView.ActionType,1224,0,0,0,34,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.EditableProperty,74,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ObserverCameraController.Property,84,0,0,0,3,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController.Property,64,0,0,0,1,0,1,0,1,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.PieceOfFurnitureNameOffsetState,124,0,0,0,27,0,8,0,8,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController.TextureAttributesStepState.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController.TextureAttributesStepState.new PropertyChangeListener() {...},46,0,0,0,6,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,ImportedTextureWizardController.TextureAttributesStepState.new PropertyChangeListener() {...},46,0,0,0,6,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,FurnitureCatalogController.FurnitureCatalogViewChangeListener,28,0,2,0,8,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WallController.ModifiedWall,107,0,0,0,32,0,16,0,16,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Runnable() {...},16,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HelpController.LanguageChangeListener,35,0,2,0,10,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Runnable() {...},28,0,2,0,6,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WallController.new PropertyChangeListener() {...},11,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,WallController.new PropertyChangeListener() {...},11,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new ThreadedTaskController.ExceptionHandler() {...},38,0,4,0,8,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Callable() {...},17,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new ThreadedTaskController.ExceptionHandler() {...},38,0,4,0,8,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new ThreadedTaskController.ExceptionHandler() {...},37,0,4,0,9,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Callable() {...},36,0,0,0,4,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new ThreadedTaskController.ExceptionHandler() {...},38,0,4,0,8,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Runnable() {...},63,0,4,0,13,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Callable() {...},17,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new ThreadedTaskController.ExceptionHandler() {...},38,0,4,0,8,0,4,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Runnable() {...},18,0,2,0,5,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new CollectionListener() {...},16,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new AbstractUndoableEdit() {...},27,0,0,0,5,0,3,0,3,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Runnable() {...},18,0,2,0,5,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Callable() {...},27,0,0,0,5,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Runnable() {...},18,0,2,0,5,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new Runnable() {...},18,0,2,0,5,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new AbstractUndoableEdit() {...},15,0,0,0,2,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new AbstractUndoableEdit() {...},19,0,0,0,2,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new PropertyChangeListener() {...},52,0,2,0,12,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.new PropertyChangeListener() {...},10,0,0,0,3,0,2,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,UserPreferencesController,604,0,58,0,144,0,71,0,42,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,HomeController.UserPreferencesChangeListener,24,0,2,0,5,0,3,0,2,0,scenario2,2000
sweethome3d,com.eteks.sweethome3d.viewcontroller,PlanController.JoinedWall,140,0,20,0,30,0,21,0,11,0,scenario2,2000
